                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2015 University of Southern California                    

                              SLOC COUNT RESULTS FOR ALL SOURCE FILES                              
                               Generated by UCC v.2015.12 on 3 7 2017                               
UCC -nocomplex -nolinks -nodup -ascii -unified -outdir /home/cs578user/Desktop/ArchRecOut/chukwa_me/chukwa-0._RELAX_java_2017-03-07_17_53_45_298/chukwa-0.4.0.UCC -dir /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0

                               RESULTS FOR ALL NON-WEB LANGUAGE FILES                               

   Total   Blank |      Comments    | Compiler  Data   Exec.  | Logical Physical | File  Module
   Lines   Lines |   Whole Embedded | Direct.   Decl.  Instr. |   SLOC    SLOC   | Type  Name
-----------------+------------------+-------------------------+------------------+---------------------------
     156      24 |      24        0 |      17       6      68 |      91      108 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/util/CreateRecordFile.java
      67      14 |      17        0 |       5       3      21 |      29       36 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/conf/ChukwaConfiguration.java
      74       9 |      29        0 |       6       7      15 |      28       36 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/inputtools/ChukwaTTInstru.java
     135      18 |      28        4 |      10       9      41 |      60       89 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/inputtools/ChukwaInputFormat.java
      48       9 |      24        0 |       1      12       1 |      14       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/connector/Connector.java
      86      15 |      17        1 |       4       3      33 |      40       54 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/connector/ChunkCatcherConnector.java
     227      35 |      37        5 |      16      20      87 |     123      155 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/connector/http/HttpConnector.java
      67      13 |      18        1 |       7       2      15 |      24       36 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/agent/WaitingQueue.java
      43       9 |      17        0 |       5       1       7 |      13       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/agent/metrics/ChunkQueueActivityMBean.java
      81      16 |      22        0 |      10       8      14 |      32       43 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/agent/metrics/ChunkQueueMetrics.java
      43       9 |      17        0 |       5       1       7 |      13       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/agent/metrics/AgentActivityMBean.java
      75      12 |      22        0 |       9       7      16 |      32       41 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/agent/metrics/AgentMetrics.java
      99      17 |      32        0 |       6       6      20 |      32       50 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/agent/AdaptorManager.java
     149      19 |      28        6 |      11      14      52 |      77      102 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/agent/AdaptorResetThread.java
      76       6 |      33        0 |       3       2      17 |      22       37 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/agent/AdaptorFactory.java
     115      11 |      33        2 |       8       7      39 |      54       71 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/agent/MemLimitQueue.java
     687      91 |     112       23 |      33      34     280 |     347      484 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/agent/ChukwaAgent.java
     307      29 |      46        4 |      13      16     146 |     175      232 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/agent/AgentControlSocketListener.java
      45       7 |      27        0 |       5       3       1 |       9       11 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/sender/ChukwaSender.java
      45      11 |      17        0 |       5       1       7 |      13       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/sender/metrics/HttpSenderActivityMBean.java
      78      14 |      22        0 |       8       8      15 |      31       42 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/sender/metrics/HttpSenderMetrics.java
     333      40 |      62        5 |      21      25     132 |     178      231 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/sender/AsyncAckSender.java
     350      43 |      90        6 |      27      28     111 |     166      217 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/sender/ChukwaHttpSender.java
     172      18 |      44        1 |       5      13      60 |      78      110 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/sender/RetryListOfCollectors.java
     197      26 |      35        1 |      10      16      77 |     103      136 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/localfs/LocalToRemoteHdfsMover.java
     376      58 |      61        3 |      24      40     130 |     194      257 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/localfs/LocalWriter.java
     100      17 |      28        1 |       2      11      26 |      39       55 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/ClientAck.java
      83      13 |      48        0 |       5       5       8 |      18       22 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/ChukwaWriter.java
      43       8 |      20        0 |       1       1       8 |      10       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/WriterException.java
     106      13 |      27        2 |       6       2      38 |      46       66 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/PipelineStageWriter.java
      39       7 |      17        1 |       3       0       8 |      11       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/PipelineableWriter.java
     333      61 |      36        1 |      19      35     133 |     187      236 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/SeqFileWriter.java
      90      12 |      25        0 |       6       2      30 |      38       53 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/InMemoryWriter.java
      59       6 |      25        0 |       4       3      13 |      20       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/NullWriter.java
     101      19 |      18        1 |       6      10      33 |      49       64 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/ConsoleWriter.java
      48       7 |      17        1 |       6       1      10 |      17       24 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/ExtractorWriter.java
     124      21 |      22        1 |       8       9      45 |      62       81 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/Dedup.java
     284      31 |      59        6 |      15      17     113 |     145      194 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/writer/SocketTeeWriter.java
      51       6 |      36        0 |       3       3       1 |       7        9 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/ChunkQueue.java
     138      26 |      26        0 |      20       9      38 |      67       86 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/test/FilePerPostWriter.java
     111      17 |      20        0 |      13       5      44 |      62       74 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/test/FileTailerStressTest.java
      81      11 |      17        0 |       9       3      31 |      43       53 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/test/SinkFileValidator.java
      90      15 |      21        1 |       6       3      30 |      39       54 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/test/ConsoleOutConnector.java
     180      22 |      36        1 |      14      16      68 |      98      122 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/collector/servlet/LogDisplayServlet.java
     215      32 |      25        1 |      17      27      83 |     127      158 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/collector/servlet/CommitCheckServlet.java
     234      39 |      24        1 |      17      13      97 |     127      171 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/collector/servlet/ServletCollector.java
     154      27 |      20        2 |       5      20      58 |      83      107 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/collector/servlet/ServletDiagnostics.java
     133      22 |      23        3 |      11       8      57 |      76       88 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/collector/CollectorStub.java
     597      54 |     125        7 |      19      47     223 |     289      418 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/controller/ChukwaAgentController.java
      47       7 |      17        0 |       4       3       9 |      16       23 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/controller/ClientFinalizer.java
      92      12 |      23        0 |       7       6      27 |      40       57 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/AbstractWrapper.java
      42       9 |      17        0 |       1       1       9 |      11       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/AdaptorException.java
      35       2 |      17        0 |       1       0      12 |      13       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/AdaptorShutdownPolicy.java
      74      13 |      30        1 |       4       4      15 |      23       31 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/CharFileTailingAdaptorUTF8.java
     230      37 |      60        1 |      13      16      64 |      93      133 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/LWFTAdaptor.java
      95      12 |      34        3 |       5       6      24 |      35       49 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/CharFileTailingAdaptorUTF8NewLineEscaped.java
     237      28 |      37        2 |      12      11      93 |     116      172 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/FileTailingAdaptor.java
     190      22 |      36        4 |      11       9      79 |      99      132 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/RCheckFTAdaptor.java
     100      13 |      36        1 |       8      10      21 |      39       51 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/FileTailer.java
      75       8 |      20        2 |       4       5      22 |      31       47 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TerminatorThread.java
     123      14 |      98        0 |       3       5       1 |       9       11 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/Adaptor.java
      69      14 |      17        0 |       3       6      17 |      26       38 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/AbstractAdaptor.java
     133      22 |      19        1 |       6      13      49 |      68       92 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/MemBuffered.java
     293      40 |      43        1 |      10      28     109 |     147      210 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/FileAdaptor.java
      22       1 |      17        0 |       1       1       1 |       3        4 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/NotifyOnCommitAdaptor.java
     146      20 |      36        2 |       8       9      47 |      64       90 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/DirTailingAdaptor.java
     187      28 |      32        1 |       9      12      72 |      93      127 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/ExecAdaptor.java
     123      12 |      19        3 |       9       9      52 |      70       92 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/WriteaheadBuffered.java
      95      10 |      18        0 |       6       7      36 |      49       67 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/adaptor/UDPAdaptor.java
     102      18 |      21        0 |       8       8      31 |      47       63 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/DataFactory.java
      33       5 |      23        0 |       2       1       1 |       4        5 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/datacollection/ChunkReceiver.java
     147      22 |      17        0 |      11       7      56 |      74      108 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/bean/ViewBean.java
      77      13 |      17        0 |      11       2      21 |      34       47 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/bean/ColumnBean.java
      77      14 |      17        0 |       3       5      21 |      29       46 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/bean/ClientTraceBean.java
      68      12 |      17        0 |       9       4      13 |      26       39 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/bean/CategoryBean.java
      58       9 |      17        0 |       4       4      12 |      20       32 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/bean/ReturnCodeBean.java
     118      17 |      17        0 |      11       4      41 |      56       84 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/bean/UserBean.java
      70      12 |      17        0 |       9       3      15 |      27       41 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/bean/ConfigBean.java
     203      28 |      17        0 |      13      11      85 |     109      158 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/bean/WidgetBean.java
     140      21 |      21        0 |      12       6      52 |      70       98 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/bean/PagesBean.java
     110      17 |      17        0 |       9       8      35 |      52       76 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/bean/CatalogBean.java
     197      24 |      17        0 |      10      11      86 |     107      156 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/bean/ParametersBean.java
      81      15 |      17        0 |       8       3      23 |      34       49 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/bean/OptionBean.java
     160      13 |      38        0 |      11      10      37 |      58      109 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/services/DfsDataNodeHome.java
     109       7 |      24        0 |      11       4      17 |      32       78 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/services/MrJobHome.java
     152      14 |      38        0 |      11      10      38 |      59      100 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/services/HadoopJvmHome.java
      83       7 |      24        0 |      11       4      16 |      31       52 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/services/MrJobConfHome.java
     187      14 |      38        0 |      11      10      37 |      58      135 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/services/SystemMetricsHome.java
     137      14 |      38        0 |      11      10      37 |      58       85 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/services/ClusterDiskHome.java
     105      10 |      24        0 |      11       7      27 |      45       71 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/services/ClientTraceHome.java
     139      13 |      38        0 |      11      10      38 |      59       88 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/hicc/WEB-INF/classes/org/apache/hadoop/chukwa/rest/services/DiskHome.java
