                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2015 University of Southern California                    

                              SLOC COUNT RESULTS FOR ALL SOURCE FILES                              
                               Generated by UCC v.2015.12 on 3 7 2017                               
UCC -nocomplex -nolinks -nodup -ascii -unified -outdir /home/cs578user/Desktop/ArchRecOut/chukwa_me/chukwa-0._RELAX_java_2017-03-07_17_53_45_298/chukwa-0.4.0.UCC -dir /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0

                               RESULTS FOR ALL NON-WEB LANGUAGE FILES                               

   Total   Blank |      Comments    | Compiler  Data   Exec.  | Logical Physical | File  Module
   Lines   Lines |   Whole Embedded | Direct.   Decl.  Instr. |   SLOC    SLOC   | Type  Name
-----------------+------------------+-------------------------+------------------+---------------------------
     189      21 |       8        5 |       0     175 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     175       0       7        0       0       0       0       0       0       0       0          0        0 |     182 |      160 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/class-use/FSMBuilder.AddInfoTypes.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/class-use/TaskTrackerClientTraceMapper.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/class-use/ParseUtilities.html
     180      20 |       8        5 |       0     163 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     163       0       7        0       0       0       0       0       0       0       0          0        0 |     170 |      152 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/class-use/StateType.html
     382      39 |       8        5 |       0     424 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     424       0       7        0       0       0       0       0       0       0       0          0        0 |     431 |      335 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/class-use/FSMIntermedEntry.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/class-use/DataNodeClientTraceMapper.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/class-use/FSMBuilder.html
     180      20 |       8        5 |       0     163 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     163       0       7        0       0       0       0       0       0       0       0          0        0 |     170 |      152 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/class-use/HDFSState.html
     284      32 |      14       12 |       0     284 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     284       0       7        0       0       0       0       0       0       0       0          0        0 |     291 |      238 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/FSMIntermedEntryPartitioner.html
     467      54 |      16       24 |       0     469 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     469       0       7        0       0       0       0       0       0       0       0          0        0 |     476 |      397 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/MapRedState.html
     395      46 |      16       20 |       0     389 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     389       0       7        0       0       0       0       0       0       0       0          0        0 |     396 |      333 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/FSMType.html
     630      61 |      16       30 |       0     643 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     643       0       7        0       0       0       0       0       0       0       0          0        0 |     650 |      553 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/FSMBuilder.FSMReducer.html
     453      50 |      14       22 |       0     443 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     443       0       7        0       0       0       0       0       0       0       0          0        0 |     450 |      389 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/FSMBuilder.AddInfoTypes.html
     200      24 |       8        5 |       0     178 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     178       0       7        0       0       0       0       0       0       0       0          0        0 |     185 |      168 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/package-use.html
     409      44 |      16       20 |       0     413 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     413       0       7        0       0       0       0       0       0       0       0          0        0 |     420 |      349 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/TaskTrackerClientTraceMapper.html
     176      17 |       8        4 |       0     193 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     193       0       7        0       0       0       0       0       0       0       0          0        0 |     200 |      151 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/package-tree.html
     301      36 |      14       13 |       0     296 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     296       0       7        0       0       0       0       0       0       0       0          0        0 |     303 |      251 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/ParseUtilities.html
     395      46 |      16       20 |       0     389 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     389       0       7        0       0       0       0       0       0       0       0          0        0 |     396 |      333 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/StateType.html
     733      81 |      16       36 |       0     756 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     756       0       7        0       0       0       0       0       0       0       0          0        0 |     763 |      636 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/FSMIntermedEntry.html
     409      44 |      16       20 |       0     413 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     413       0       7        0       0       0       0       0       0       0       0          0        0 |     420 |      349 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/DataNodeClientTraceMapper.html
     388      47 |      16       19 |       0     366 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     366       0       7        0       0       0       0       0       0       0       0          0        0 |     373 |      325 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/FSMBuilder.html
     234      25 |       8        4 |       0     206 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     206       0       7        0       0       0       0       0       0       0       0          0        0 |     213 |      201 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/package-summary.html
      65       9 |       2        0 |       0      45 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |      45       0       0        0       0       0       0       0       0       0       0          0        0 |      45 |       54 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/package-frame.html
     431      50 |      16       22 |       0     429 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     429       0       7        0       0       0       0       0       0       0       0          0        0 |     436 |      365 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/fsm/HDFSState.html
     450      51 |      16       22 |       0     420 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     420       0       7        0       0       0       0       0       0       0       0          0        0 |     427 |      383 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/Swimlanes.MapReduceSwimlanes.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/class-use/Swimlanes.MapReduceSwimlanes.html
     195      22 |       8        5 |       0     177 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     177       0       7        0       0       0       0       0       0       0       0          0        0 |     184 |      165 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/class-use/Swimlanes.CoordScaler.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/class-use/Swimlanes.SwimlanesStatePalette.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/class-use/Swimlanes.SwimlanesStateAction.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/class-use/Heatmap.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/class-use/Swimlanes.html
     222      25 |       8        5 |       0     213 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     213       0       7        0       0       0       0       0       0       0       0          0        0 |     220 |      189 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/class-use/Heatmap.HeatmapData.html
     346      39 |      14       15 |       0     313 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     313       0       7        0       0       0       0       0       0       0       0          0        0 |     320 |      293 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/Swimlanes.CoordScaler.html
     353      41 |      16       17 |       0     328 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     328       0       7        0       0       0       0       0       0       0       0          0        0 |     335 |      296 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/Swimlanes.SwimlanesStatePalette.html
     371      37 |      16       21 |       0     351 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     351       0       7        0       0       0       0       0       0       0       0          0        0 |     358 |      318 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/Swimlanes.SwimlanesStateAction.html
     178      20 |       8        5 |       0     154 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     154       0       7        0       0       0       0       0       0       0       0          0        0 |     161 |      150 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/package-use.html
    1007     107 |      16       51 |       0     956 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     956       0       7        0       0       0       0       0       0       0       0          0        0 |     963 |      884 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/Heatmap.html
     958     100 |      16       46 |       0     921 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     921       0       7        0       0       0       0       0       0       0       0          0        0 |     928 |      842 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/Swimlanes.html
     159      17 |       8        4 |       0     164 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     164       0       7        0       0       0       0       0       0       0       0          0        0 |     171 |      134 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/package-tree.html
     358      41 |      15       17 |       0     334 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     334       0       7        0       0       0       0       0       0       0       0          0        0 |     341 |      302 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/Heatmap.HeatmapData.html
     189      19 |       8        4 |       0     165 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     165       0       7        0       0       0       0       0       0       0       0          0        0 |     172 |      162 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/package-summary.html
      42       7 |       2        0 |       0      26 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |      26       0       0        0       0       0       0       0       0       0       0          0        0 |      26 |       33 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/analysis/salsa/visualization/package-frame.html
     352      34 |      14       16 |       0     321 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     321       0       7        0       0       0       0       0       0       0       0          0        0 |     328 |      304 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/ChukwaArchiveKey.Comparator.html
     292      34 |      14       13 |       0     274 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     274       0       7        0       0       0       0       0       0       0       0          0        0 |     281 |      244 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/DataExpiration.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/class-use/DataExpiration.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/class-use/Aggregator.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/class-use/MetricsAggregation.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/class-use/Macro.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/class-use/TableCreator.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/class-use/DatabaseConfig.html
     338      40 |      14       15 |       0     326 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     326       0       7        0       0       0       0       0       0       0       0          0        0 |     333 |      284 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/Aggregator.html
     255      30 |      14       11 |       0     250 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     250       0       7        0       0       0       0       0       0       0       0          0        0 |     257 |      211 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/MetricsAggregation.html
     339      40 |      14       15 |       0     336 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     336       0       7        0       0       0       0       0       0       0       0          0        0 |     343 |      285 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/Macro.html
     144      17 |       8        4 |       0     124 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     124       0       7        0       0       0       0       0       0       0       0          0        0 |     131 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/package-use.html
     153      17 |       8        4 |       0     155 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     155       0       7        0       0       0       0       0       0       0       0          0        0 |     162 |      128 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/package-tree.html
     317      38 |      14       14 |       0     299 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     299       0       7        0       0       0       0       0       0       0       0          0        0 |     306 |      265 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/TableCreator.html
     552      62 |      16       28 |       0     559 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     559       0       7        0       0       0       0       0       0       0       0          0        0 |     566 |      474 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/DatabaseConfig.html
     177      19 |       8        4 |       0     165 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     165       0       7        0       0       0       0       0       0       0       0          0        0 |     172 |      150 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/package-summary.html
      42       7 |       2        0 |       0      26 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |      26       0       0        0       0       0       0       0       0       0       0          0        0 |      26 |       33 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/database/package-frame.html
     167      17 |       8        4 |       0     158 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     158       0       7        0       0       0       0       0       0       0       0          0        0 |     165 |      142 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/package-tree.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/datacollection/connector/class-use/ChunkCatcherConnector.html
     283      28 |       8        8 |       0     262 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     262       0       7        0       0       0       0       0       0       0       0          0        0 |     269 |      247 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/datacollection/connector/class-use/Connector.html
     392      42 |      15       18 |       0     399 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     399       0       7        0       0       0       0       0       0       0       0          0        0 |     406 |      335 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/datacollection/connector/ChunkCatcherConnector.html
     144      17 |       8        4 |       0     128 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |     128       0       7        0       0       0       0       0       0       0       0          0        0 |     135 |      119 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/docs/api/org/apache/hadoop/chukwa/datacollection/connector/http/class-use/HttpConnector.html
