                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2015 University of Southern California                    

                              SLOC COUNT RESULTS FOR ALL SOURCE FILES                              
                               Generated by UCC v.2015.12 on 2 4 2017                               
UCC -nocomplex -nolinks -nodup -ascii -unified -outdir /home/cs578user/Desktop/ArchRecOut/chukwa/chukwa-0._RELAX_java_2017-02-04_12_35_31_932/chukwa-0.6.0.UCC -dir /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0

                               RESULTS FOR ALL NON-WEB LANGUAGE FILES                               

   Total   Blank |      Comments    | Compiler  Data   Exec.  | Logical Physical | File  Module
   Lines   Lines |   Whole Embedded | Direct.   Decl.  Instr. |   SLOC    SLOC   | Type  Name
-----------------+------------------+-------------------------+------------------+---------------------------
      93      14 |      17        1 |      16       5      27 |      48       62 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/TestRestAdaptor.java
     112      16 |      21        2 |      12       7      49 |      68       75 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/TestBufferingWrappers.java
     215      34 |      35       13 |       9       2     120 |     131      146 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/TestDirTailingAdaptor.java
      84       4 |      22        0 |       5       4      34 |      43       58 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/adaptor/TestSocketAdaptor.java
      78      14 |      28        0 |       2       3      22 |      27       36 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/datacollection/TestOffsetStatsManager.java
      60       5 |      17        0 |       7       0      21 |      28       38 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/rest/resource/TestUserResource.java
      67       8 |      17        0 |      20       9       8 |      37       42 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/rest/resource/SetupTestEnv.java
      41       5 |      17        0 |       5       0       9 |      14       19 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/rest/resource/TestWidgetResource.java
      77       7 |      17        0 |      10       0      31 |      41       53 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/rest/resource/TestViewResource.java
      71       5 |      20        0 |      15       2      21 |      38       46 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/rest/resource/TestClientTrace.java
     195      24 |      28        1 |      20       9      79 |     108      143 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/validationframework/util/DataOperations.java
      81       4 |      17        0 |       8       8      31 |      47       60 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/validationframework/util/MD5.java
      46       5 |      17        0 |       4       0      15 |      19       24 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/validationframework/interceptor/SetupTestClasses.java
      53       8 |      17        0 |       4       1      12 |      17       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/validationframework/interceptor/ChunkQueueInterceptor.java
      86       8 |      17        0 |       9       7      28 |      44       61 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/validationframework/interceptor/ChunkDumper.java
     269      36 |      50        1 |      11      26      93 |     130      183 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/validationframework/ChukwaAgentToCollectorValidator.java
     185      26 |      36        0 |       9      11      60 |      80      123 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/test/java/org/apache/hadoop/chukwa/validationframework/DemuxDirectoryValidator.java
      49       7 |      16        0 |       0       7      12 |      19       26 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/site/resources/css/ChangesSimpleStyle.css
     175      18 |      23        0 |       0      32     103 |     135      134 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/site/resources/css/ChangesFancyStyle.css
     284      30 |      39       24 |       2       0     141 |     143      215 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/site/resources/scripts/changes2html.pl
      85      16 |      25        0 |       0       0      31 |      31       44 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/chukwa-config.sh
      31       7 |      19        0 |       0       0       6 |       6        5 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/start-collectors.sh
     111      13 |      19        0 |       0       0      66 |      66       79 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/downSampling.sh
     131      27 |      31        1 |       0       0      60 |      60       73 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/chukwa-daemon.sh
      35       6 |      15        0 |       0       0      13 |      13       14 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/hourlyRolling.sh
      27       4 |      16        0 |       0       0       8 |       8        7 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/start-data-processors.sh
      26       6 |      16        0 |       0       0       5 |       5        4 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/stop-agents.sh
      72      12 |      29        0 |       0       0      22 |      22       31 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/slaves.sh
      36       7 |      15        0 |       0       0      13 |      13       14 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/dailyRolling.sh
     102       8 |      18        0 |       0       0      59 |      59       76 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/stop-data-processors.sh
      26       6 |      16        0 |       0       0       5 |       5        4 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/stop-collectors.sh
      33       8 |      20        0 |       0       0       6 |       6        5 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/stop-chukwa.sh
      31       7 |      19        0 |       0       0       6 |       6        5 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/start-agents.sh
      34       8 |      17        0 |       0       0      10 |      10        9 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/chukwa-daemons.sh
      33       8 |      20        0 |       0       0       6 |       6        5 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/bin/start-chukwa.sh
      93      16 |      17        0 |       7       4      40 |      51       60 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/test/src/java/org/apache/hadoop/chukwa/TestParseDouble.java
     323      53 |      62       14 |       8      18     163 |     189      208 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/test/src/java/org/apache/hadoop/chukwa/util/GenerateTestFile.java
     103      20 |      17        0 |       6       4      40 |      50       66 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/test/src/java/org/apache/hadoop/chukwa/TestTimePartition.java
     164      22 |      35        0 |      17       4      63 |      84      107 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/test/src/java/org/apache/hadoop/chukwa/TestArchiveReader.java
      64      12 |      17        0 |      11       5      10 |      26       35 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/test/src/java/org/apache/hadoop/chukwa/PigTest.java
      78      19 |      17        0 |      10       2      25 |      37       42 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/test/src/java/org/apache/hadoop/chukwa/TestRecordMerger.java
     147      22 |      17        0 |      13       5      65 |      83      108 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/test/src/java/org/apache/hadoop/chukwa/TestLocalChukwaStorage.java
     112      21 |      32        0 |       7       7      35 |      49       59 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/src/java/org/apache/hadoop/chukwa/tools/PigMover.java
      70       9 |      21        0 |      11       1      18 |      30       40 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/src/java/org/apache/hadoop/chukwa/RecordMerger.java
     189      31 |      17        0 |      17      15      84 |     116      141 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/src/java/org/apache/hadoop/chukwa/pig/ChukwaStorer.java
     134      21 |      17        0 |      26       3      36 |      65       96 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/src/java/org/apache/hadoop/chukwa/pig/ChukwaLoader.java
     124      17 |      19        0 |      21       5      39 |      65       88 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/src/java/org/apache/hadoop/chukwa/ChukwaArchive.java
      78       7 |      40        0 |       7       1      14 |      22       31 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/src/java/org/apache/hadoop/chukwa/PARSEDOUBLE.java
      64      10 |      17        0 |       7       2      17 |      26       37 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/chukwa-pig/src/java/org/apache/hadoop/chukwa/TimePartition.java
      68       8 |      17        0 |      10       1      29 |      40       43 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/xtrace/test/src/java/edu/berkeley/chukwa_xtrace/TestXtrAdaptor.java
     140      15 |      33        1 |      10       8      46 |      64       92 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/xtrace/src/java/edu/berkeley/chukwa_xtrace/XtrAdaptor.java
     297      56 |      61        2 |       9      24     103 |     136      180 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/xtrace/src/java/edu/berkeley/chukwa_xtrace/CausalGraph.java
     256      42 |      47        4 |      25      12      95 |     132      167 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/xtrace/src/java/edu/berkeley/chukwa_xtrace/XtrExtract.java
     763      75 |      68        1 |       0       0     425 |     425      620 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/solr/logs/conf/velocity/jquery.autocomplete.js
      65       5 |      26        0 |       0       6      22 |      28       34 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/solr/logs/conf/velocity/jquery.autocomplete.css
     247      46 |      17        0 |       0      41     102 |     143      184 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/solr/logs/conf/velocity/main.css
      70      14 |      41        1 |       0       0       9 |       9       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/contrib/solr/logs/conf/update-script.js

                               RESULTS SUMMARY FOR NON-WEB LANGUAGES                               

   Total   Blank |      Comments    | Compiler  Data   Exec.  |         | File  SLOC
   Lines   Lines |   Whole Embedded | Direct.   Decl.  Instr. |   SLOC  | Type  Definition
-----------------+------------------+-------------------------+---------+------------------
  100023   13420 |   15164      776 |    4437    6225   60777 |   71439 | CODE  Physical
  100023   13420 |   15164      776 |    4437    5110   45584 |   55131 | CODE  Logical

Number of files successfully accessed........................   581 out of 581

Ratio of Physical to Logical SLOC............................     1.30

                                 RESULTS FOR ALL WEB LANGUAGE FILES                                 

                                    |       HTML      |        XML      |     JS-Clnt     |    VBS-Clnt     |     C#-Clnt     |      JS-Svr     |     VBS-Svr     |      C#-Svr     |           PHP           |          Java           |       SQL       |    ColdFusion   |     CFScript    |
   Total   Blank |      Comments    |    Word  Exec.  |    Word  Exec.  |   Data   Exec.  |   Data   Exec.  |   Data   Exec.  |   Data   Exec.  |   Data   Exec.  |   Data   Exec.  | Compiler  Data   Exec.  | Compiler  Data   Exec.  |   Data   Exec.  |   Data   Exec.  |   Data   Exec.  |                                                          Logical SLOC                                                  | Physical | File  Module
   Lines   Lines |   Whole Embedded |     LOC  Instr. |     LOC  Instr. |   Decl.  Instr. |   Decl.  Instr. |   Decl.  Instr. |   Decl.  Instr. |   Decl.  Instr. |   Decl.  Instr. | Direct.   Decl.  Instr. | Direct.   Decl.  Instr. |   Decl.  Instr. |   Decl.  Instr. |   Decl.  Instr. |    HTML     XML JS-Clnt VBS-Clnt C#-Clnt  JS-Svr VBS-Svr  C#-Svr     PHP    Java     SQL ColdFusion CFScript     Total |   SLOC   | Type  Name
-----------------+------------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-------------------------+-------------------------+-----------------+-----------------+-----------------+--------------------------------------------------------------------------------------------------------------+---------+----------+---------------------------
       9       0 |       0        0 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0       7       0        0       0       0       0       0       0       0       0          0        0 |       7 |        9 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/target/antrun/build-main.xml
      51      11 |      15        0 |       0       0 |       0      11 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      11       0        0       0       0       0       0       0       0       0          0        0 |      11 |       25 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/target/classes/agent-rest.xml
      22       2 |      14        0 |       0       0 |       0       3 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0       3       0        0       0       0       0       0       0       0       0          0        0 |       3 |        6 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/target/classes/application-grammars.xml
      50       9 |      27        0 |       0       0 |       0      10 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      10       0        0       0       0       0       0       0       0       0          0        0 |      10 |       14 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/target/conf/chukwa-common.xml
     128      20 |      38        0 |       0       0 |       0      44 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      44       0        0       0       0       0       0       0       0       0          0        0 |      44 |       70 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/target/conf/chukwa-collector-conf.xml
    2043     350 |      47        0 |       0       0 |       0    1470 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0    1470       0        0       0       0       0       0       0       0       0          0        0 |    1470 |     1646 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/target/conf/mdl.xml
     284      51 |      26        0 |       0       0 |       0     154 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0     154       0        0       0       0       0       0       0       0       0          0        0 |     154 |      207 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/target/conf/chukwa-demux-conf.xml
     109      21 |      15        0 |       0       0 |       0      56 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      56       0        0       0       0       0       0       0       0       0          0        0 |      56 |       73 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/target/conf/chukwa-agent-conf.xml
      15       0 |       0        0 |       0       0 |       0      11 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      11       0        0       0       0       0       0       0       0       0          0        0 |      11 |       15 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/target/javadoc-bundle-options/javadoc-options-javadoc-resources.xml
      50       9 |      27        0 |       0       0 |       0      10 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      10       0        0       0       0       0       0       0       0       0          0        0 |      10 |       14 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/conf/chukwa-common.xml
     128      20 |      38        0 |       0       0 |       0      44 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      44       0        0       0       0       0       0       0       0       0          0        0 |      44 |       70 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/conf/chukwa-collector-conf.xml
    2043     350 |      47        0 |       0       0 |       0    1470 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0    1470       0        0       0       0       0       0       0       0       0          0        0 |    1470 |     1646 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/conf/mdl.xml
     284      51 |      26        0 |       0       0 |       0     154 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0     154       0        0       0       0       0       0       0       0       0          0        0 |     154 |      207 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/conf/chukwa-demux-conf.xml
     109      21 |      15        0 |       0       0 |       0      56 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      56       0        0       0       0       0       0       0       0       0          0        0 |      56 |       73 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/conf/chukwa-agent-conf.xml
      33       6 |      14        0 |       0       5 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       5       0       0        0       0       0       0       0       0       0       0          0        0 |       5 |       13 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/docs/overview.html
      73      19 |      14        0 |       0      36 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |      36       0       0        0       0       0       0       0       0       0       0          0        0 |      36 |       40 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/docs/releasenotes.html
     482      81 |      14        0 |       0       0 |       0     267 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0     267       0        0       0       0       0       0       0       0       0          0        0 |     267 |      387 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/docs/src/documentation/content/xdocs/v0.1.2/admin.xml
      36       4 |      14        0 |       0       0 |       0      10 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      10       0        0       0       0       0       0       0       0       0          0        0 |      10 |       18 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/docs/src/documentation/content/xdocs/v0.1.2/index.xml
      41       3 |      26        0 |       0       0 |       0       6 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0       6       0        0       0       0       0       0       0       0       0          0        0 |       6 |       12 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/docs/src/documentation/content/locationmap.xml
     475      61 |     329        0 |       0       0 |       0      53 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      53       0        0       0       0       0       0       0       0       0          0        0 |      53 |       85 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/docs/src/documentation/skinconf.xml
      88       0 |      17        0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       7      42 |       0       0 |       0       0 |       0       0 |       7       0       0        0       0       0       0       0       0      49       0          0        0 |      56 |       71 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/host_selector_dropdown.jsp
      71       0 |      17        0 |       0      22 |       0       0 |       0       2 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       1      24 |       0       0 |       0       0 |       0       0 |      22       0       2        0       0       0       0       0       0      25       0          0        0 |      49 |       54 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/time_frame.jsp
     143       8 |      26        1 |       0      24 |       0       0 |       0      13 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       7      53 |       0       0 |       0       0 |       0       0 |      24       0      13        0       0       0       0       0       0      60       0          0        0 |      97 |      109 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/time_range.jsp
      23       1 |      17        0 |       0       1 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       4 |       0       0 |       0       0 |       0       0 |       1       0       0        0       0       0       0       0       0       4       0          0        0 |       5 |        5 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/event_wrapper.jsp
     102       2 |      17        1 |       0      12 |       0       0 |       0      21 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       8      21 |       0       0 |       0       0 |       0       0 |      12       0      21        0       0       0       0       0       0      29       0          0        0 |      62 |       83 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/event.jsp
      69       4 |      18        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      10      34 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      44       0          0        0 |      44 |       47 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/event_viewer_data.jsp
      65       0 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       1      34 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      35       0          0        0 |      35 |       48 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/sql_client.jsp
     350      54 |      19        0 |       0      61 |       0       0 |       0       4 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       4      22 |       0       0 |       0       0 |       0       0 |      61       0       4        0       0       0       0       0       0      26       0          0        0 |      91 |      277 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/heatmap_datanode.jsp
      48       0 |      17        0 |       0       3 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       3      19 |       0       0 |       0       0 |       0       0 |       3       0       0        0       0       0       0       0       0      22       0          0        0 |      25 |       31 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/cluster_selector.jsp
      27       0 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       1       6 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0       7       0          0        0 |       7 |       10 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/session.jsp
      37       0 |      17        0 |       0       4 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       1      12 |       0       0 |       0       0 |       0       0 |       4       0       0        0       0       0       0       0       0      13       0          0        0 |      17 |       20 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/time.jsp
      66       2 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       2      42 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      44       0          0        0 |      44 |       47 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/swimlanes-static.jsp
      71       2 |      16        1 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      12      27 |       0       0 |       0       0 |       0       0 |       7       0       0        0       0       0       0       0       0      39       0          0        0 |      46 |       53 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/event2_viewer.jsp
     360      16 |      21        0 |       0      47 |       0       0 |       0     161 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       2       6 |       0       0 |       0       0 |       0       0 |      47       0     161        0       0       0       0       0       0       8       0          0        0 |     216 |      323 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/graph_explorer.jsp
     138       4 |      17        0 |       0      41 |       0       0 |       0       4 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       9      53 |       0       0 |       0       0 |       0       0 |      41       0       4        0       0       0       0       0       0      62       0          0        0 |     107 |      117 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/job_viewer.jsp
     160       2 |      17        0 |       0      35 |       0       0 |       0      54 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       9      25 |       0       0 |       0       0 |       0       0 |      35       0      54        0       0       0       0       0       0      34       0          0        0 |     123 |      141 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/time_slider.jsp
      93       6 |      17        0 |       0       4 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      13      48 |       0       0 |       0       0 |       0       0 |       4       0       0        0       0       0       0       0       0      61       0          0        0 |      65 |       70 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/web/hicc/jsp/events-xml.jsp
